customer_tweet_id,customer_text,customer_author_id,customer_created_at,support_tweet_id,support_text,support_created_at,response_tweet_id
1541986,"@AppleSupport Same cable plugged to wall outlet is fine. When MBPro is awake, fine. Won’t charge more than 1 min when MBPro is asleep.",477770,Sat Nov 04 19:48:28 +0000 2017,1541987,@477770 We want to take a closer look. Let's meet in DM to explore this further. Thanks. https://t.co/GDrqU22YpT,Sat Nov 04 23:46:01 +0000 2017,
1574372,@115858 why why why since ive done the update are the “I”s popping up as question marks? It’s making me angry!,485204,Sat Nov 04 04:17:38 +0000 2017,1574370,@485204 We can assist. Check this article for some steps on taking care of this text replacement issue. https://t.co/xU1AGIa4ME,Sat Nov 04 14:38:00 +0000 2017,1574371
549633,@AppleSupport hello i just updated my ip6 to ios 11.2 and the battery drains waaaaay to fast like literally it lost 20% withing ten minutes without using anything. I’m so disappointed by this please help 😣😢,247986,Sat Dec 02 12:44:32 +0000 2017,549632,@247986 It does sound like you're experiencing some faster than normal battery drain and we'd like to help. Please DM us which app was the last one in use and we'll look furthering into this with you there. https://t.co/GDrqU22YpT,Sat Dec 02 18:29:26 +0000 2017,
939151,@AppleSupport Just says message not delivered/failed to send,342628,Sat Nov 25 16:37:33 +0000 2017,939149,@342628 It could be a size issue. Does it happen with iPhone and non iPhone users?,Sat Nov 25 16:47:28 +0000 2017,939150
1579127,@115858 my phone won't let me update wtf,486278,Sat Nov 04 14:56:58 +0000 2017,1579125,@486278 Let's look at this together. Could you tell us which iPhone and iOS version you're using?,Sat Nov 04 19:09:27 +0000 2017,1579126
1467460,Since i updated to #IOS11.1 my battery life has been worst 😭😭 pls help @AppleSupport,460619,Thu Nov 02 17:44:56 +0000 2017,1467458,"@460619 That's not expected, but we can help. To start, can you tell us which device this is happening on?",Thu Nov 02 19:59:28 +0000 2017,1467459
951786,@AppleSupport I think you cant try your hdmi device or you can tell to development ios 11 because there is problem on their software,345795,Sat Oct 14 01:52:37 +0000 2017,951788,@345795 Thanks for that info. We've received your DM and we'll continue to assist you from there.,Sat Oct 14 02:22:30 +0000 2017,
771691,"@115858 not happy just got my iMac back from repair, authorised dealer. Screen damaged grrrrr",304315,Sat Oct 07 14:09:42 +0000 2017,771690,"@304315 We’d like to look into this with you. To start, please send us a DM confirming the location you visited. https://t.co/GDrqU22YpT",Sat Oct 07 16:45:00 +0000 2017,
1571012,@AppleSupport so all my music has been removed from my iTunes but is still on my phone... how do I get it back on iTunes pls,484421,Sat Nov 04 11:06:00 +0000 2017,1571011,@484421 We'd love to help!  Are you missing Apple Music playlists or a personally-uploaded iTunes library?  Is it all or some?,Sat Nov 04 17:19:00 +0000 2017,
639707,@AppleSupport Ok ever since I updated my phone it has been so slow and there’s always glitching.,271735,Wed Nov 22 20:06:27 +0000 2017,639706,@271735 Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,Wed Nov 22 20:23:28 +0000 2017,
1512219,@115858 why am I️ still seeing boxes &amp; my phone is updated ?! 😐,470986,Fri Nov 03 12:08:11 +0000 2017,1512218,@470986 We would like to lend a hand. Let's meet up in DM to discuss our next steps. https://t.co/GDrqU22YpT,Fri Nov 03 17:45:00 +0000 2017,
936793,@115858 this new update sucks and is glitchy and slow as hell.,342075,Sat Oct 21 12:22:59 +0000 2017,936791,@342075 We're here to help. DM us the version of iOS 11 you're using and we can go from there. https://t.co/GDrqU22YpT,Sat Oct 21 18:03:27 +0000 2017,936792
1101950,@AppleSupport I just lost out on so much money because of this,380014,Mon Oct 23 23:19:18 +0000 2017,1101953,@380014 Let us help you get this sorted out. Join us in DM so we can better assist you: https://t.co/GDrqU22YpT,Mon Oct 23 23:28:29 +0000 2017,
545192,Apple you’ve destroyed the iPhone with the release of #ios11 it’s not stable and reboots every few minutes… #garbage @115858 @AppleSupport,246723,Sat Dec 02 09:45:20 +0000 2017,545191,"@246723 We're happy to help. An update has been released that addresses this issue. If you haven't already, back up your iPhone and follow the steps here: https://t.co/osZOKKTalm

DM us if you have questions. https://t.co/GDrqU22YpT",Sat Dec 02 17:04:32 +0000 2017,
552066,@248690 @AppleSupport Same here.,248689,Sat Dec 02 15:08:29 +0000 2017,552065,@248689 We appreciate you reaching out. Apple Pay Cash is not available with the 11.2 update at this time.,Sat Dec 02 19:38:00 +0000 2017,
981222,@115858 iOS 11.0.3 is the worst! Whole system is slow and glitchy. Don’t even get me started on where my music has gone! #ios11update #apple,352650,Sun Oct 22 07:50:00 +0000 2017,981221,"@352650 We're here for you. Send us a DM, and we'll get started together there. https://t.co/GDrqU22YpT",Sun Oct 22 14:08:00 +0000 2017,
770100,"Hey @AppleSupport, can you let the dev team know that the bug reporter isn’t loading on the web? Getting blank screens in Chrome and Safari.",303894,Wed Oct 11 23:06:17 +0000 2017,770098,@303894 Thanks for reaching out. We'd like to help. Does this persist after quitting your browsers and clearing browser history?,Wed Oct 11 23:20:34 +0000 2017,770099
805130,When you get an amber alert on your tv but not your phone 🤔 amber alerts are turned on for my phone @AppleSupport why didn’t I get it?,268805,Sun Oct 08 03:27:57 +0000 2017,805129,"@268805 Hello Addie, we'd like to look into this with you. DM us and we'll get started. https://t.co/GDrqU22YpT",Sun Oct 08 12:52:31 +0000 2017,
1109557,I updated my IOS to 11.0.3. Big mistake. Big. Huge...  #needafixforthefix @AppleSupport https://t.co/tE8fYrfOdn,381847,Tue Oct 24 01:11:41 +0000 2017,1109555,"@381847 We'd be happy to take a look!  To begin, can you tell us more about the behavior you're experiencing?",Tue Oct 24 01:24:00 +0000 2017,1109556
1577360,@115858 where the “new bug fixes”.... I’m bout to take my talents to @117159 I️ just want to say “i” without saying I️,485864,Sat Nov 04 14:15:56 +0000 2017,1577359,@485864 We'd like to help. Check out this article for assistance: https://t.co/xU1AGHStV6,Sat Nov 04 18:40:00 +0000 2017,
1535732,😒😒😒 come on @118721 @118936 @AppleSupport https://t.co/jKwiWhQCYA,476185,Fri Nov 03 20:11:49 +0000 2017,1535731,@476185 Let’s team up on this situation. How long has this been happening? Do you get that same message via mobile data?,Sat Nov 04 00:20:29 +0000 2017,
1021686,"@AppleSupport hi iphone 8 plus leaves screen on even though i lock the phone, why? Also I switch off wifi &amp; bluetooth &amp; it turns itself on 😡",361780,Sun Oct 22 22:27:32 +0000 2017,1021684,"@361780 Let's look closer. What steps do you take to lock the iPhone? Also, this has Wi-Fi/Bluetooth details: https://t.co/G7BHuQnDS6",Sun Oct 22 23:09:50 +0000 2017,1021685
1173077,@AppleSupport my iPad blew up and it wasn’t even connected to power. Is this a thing?? https://t.co/8i5wM57rfz,395911,Tue Oct 24 19:24:14 +0000 2017,1173076,@395911 Let's continue in DM to gather more information from you here. https://t.co/GDrqU2kzhr,Tue Oct 24 20:01:00 +0000 2017,
945721,Really disappointed with the new #iPhone8 ... it’s crazy how buggy it is. @AppleSupport we need a software update fast 11.0.3 is not good.,344252,Sat Oct 21 08:19:10 +0000 2017,945720,@344252 We'd like to hear more about what's going on with your iPhone. Send us a DM to get started. https://t.co/GDrqU22YpT,Sat Oct 21 17:15:33 +0000 2017,
1117122,@AppleSupport Wht X r u talking about??,383592,Sun Oct 15 04:01:06 +0000 2017,1117120,"@383592 If you only have one notification, you'll have to swipe to clear it.",Sun Oct 15 12:26:31 +0000 2017,1117121
1464331,@115858 @AppleSupport wtf is this https://t.co/obtsa6fDUL,459887,Thu Nov 02 17:11:58 +0000 2017,1464330,@459887 We can offer some guidance. DM us the iOS version and we'll go from there. https://t.co/GDrqU22YpT,Thu Nov 02 19:13:29 +0000 2017,
739139,@115858 @AppleSupport @116333 Phone also get heated when normal use. And apps and games start lacking.,296772,Mon Oct 09 16:30:32 +0000 2017,739138,@296772 Thanks for reaching out! We’d like to take a closer look at this with you. DM us your exact iOS version to proceed. https://t.co/GDrqU22YpT,Mon Oct 09 17:52:27 +0000 2017,739137
1502971,"@AppleSupport Apps constantly crashing, even certain areas in the app not working and crashing. I’ve got an iPhone 6 and it’s so slow",468834,Sat Nov 04 09:03:52 +0000 2017,1502973,@468834 We'd like to look into this further with you. DM us the iOS version you are currently running and we'll go from there. https://t.co/GDrqU22YpT,Sat Nov 04 16:21:00 +0000 2017,
940980,@AppleSupport That’s a work around for a feature that used to be standard. Too much work. Not sure why it went away.,343070,Sat Oct 14 04:25:33 +0000 2017,940981,@343070 We value your opinion. Let us know how we can improve your experience here:  https://t.co/eTPVYVFyd8,Sat Oct 14 12:42:29 +0000 2017,
1536284,@115858 Today has been pain pain pain.  Two hours in store..hours at home.  Still not working and I'm a pro at this.,216813,Fri Nov 03 20:18:32 +0000 2017,1536280,"@216813 We're here to help. Is the password for the backup lost, or are you getting a different message when you try to restore it?",Sat Nov 04 00:32:31 +0000 2017,"1536281,1536282,1536283"
976701,@AppleSupport Thanks for your speedy response! I have 11.0.2. I’m downloading .3 tonight after class.,351654,Wed Oct 11 19:19:50 +0000 2017,976703,"@351654 Back up your iPhone data, then complete the iOS 11.0.3 update. Once completed, follow: https://t.co/bivpdfBNJ6  DM us after. https://t.co/GDrqU22YpT",Wed Oct 11 19:55:31 +0000 2017,
