customer_tweet_id,customer_text,customer_author_id,customer_created_at,support_tweet_id,support_text,support_created_at,response_tweet_id
890577,Dear @115858 please fix the music function in the control center. I’m begging you. @AppleSupport,331449,Fri Oct 20 22:36:08 +0000 2017,890576,@331449 We'd be happy to assist today. Send us a DM to get started. https://t.co/GDrqU22YpT,Fri Oct 20 23:59:26 +0000 2017,
926714,Does the iPhone 5 use the same charging cord as an iPhone 8? Does the 8 have an option of whether to go cordless or not for charging? @115858,339891,Sat Oct 21 03:41:39 +0000 2017,926713,"@339891 Hi there, our support team in sales will be happy to help. You can contact them here: https://t.co/8yjRd1Xo0i",Sat Oct 21 14:32:28 +0000 2017,
554825,@AppleSupport my 6s constantly freezes/closes out of apps and gives me the dashed spinning white circle. This happens multiple times a day. I’ve done multiple hard resets and no luck. I’m also out of the country so I can’t call the US roll free number,249507,Sat Dec 02 18:10:15 +0000 2017,554824,"@249507 Thanks for reaching out. We know how important your iPhone is and we'll do our best to get things taken care of. To get us started, when the apps close out, does the iPhone restart? What is your current iOS version?",Sat Dec 02 20:35:00 +0000 2017,
1512111,A fish in the Mississippi is going to be the proud new owner of an iPhone if you don’t fix this I️ business @115858,470956,Fri Nov 03 12:45:46 +0000 2017,1512110,@470956 We know how important it is for your keyboard to work properly. We'd like to assist via DM. https://t.co/GDrqU22YpT,Fri Nov 03 17:57:37 +0000 2017,
770103,#IOS11 Worst IOS ever. My phone works like shit. How can you release this? You are @115858 @AppleSupport,303895,Wed Oct 11 22:48:11 +0000 2017,770102,@303895 We'd like to help! Send us a DM with what you are experiencing and we will continue from there. https://t.co/GDrqU22YpT,Wed Oct 11 23:18:01 +0000 2017,
550850,@AppleSupport Of course. I am using an iPhone SE running iOS 11.2 and I am sending SMS text messages.,248335,Sat Dec 02 19:42:31 +0000 2017,550852,"@248335 Just to be sure we are on the same page, anytime you try to send an SMS text to yourself, you receive the message? And the same when anyone tries to text you, correct?",Sat Dec 02 21:00:00 +0000 2017,550853
877396,"@AppleSupport Hi guys, I think the battery in my iPhone 5S is swollen from what I've read online. What do I do?",328288,Mon Oct 09 21:24:28 +0000 2017,877395,@328288 We've received your DM's. We will reach out there shortly. https://t.co/GDrqU22YpT,Mon Oct 09 22:17:00 +0000 2017,
1437523,@AppleSupport Don’t u think I must have already done these basic things before reaching out to u guys on social media. Why don’t u fix bugs once for all ?,160107,Thu Nov 02 17:18:57 +0000 2017,1437524,@160107 We'd be happy to continue to try to help you. Send us a DM and we can continue there. https://t.co/GDrqU22YpT,Thu Nov 02 19:25:00 +0000 2017,
946692,Y’all wtf Apple wouldn’t let me download a FREE app with out putting in my credit card info or logging into my PayPal and when I did it,344488,Sat Oct 21 16:13:16 +0000 2017,946691,@344488 We received your DM and will continue to work there.,Sat Oct 21 19:21:00 +0000 2017,
1053682,#hamradio I'm amused. kc4aaa is having trouble updating his iPad from the south pole. Fix it for him @AppleSupport ? ;),368971,Mon Oct 23 13:28:34 +0000 2017,1053681,"@368971 We're here to help. If you or someone you know needs help updating, take a look at this: https://t.co/80YRnjDFDk",Mon Oct 23 14:54:04 +0000 2017,
957788,MacOS'da 3-4 sürümdür cihazı kapatıp açtığımda ses dengesinin ortadan sağ hoparlöre geçtiğini görüyorum. 2 yıldır falan böyle @AppleSupport,211918,Wed Oct 11 06:25:51 +0000 2017,957787,@211918 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,Wed Oct 11 13:22:26 +0000 2017,
517084,@AppleSupport I have a life proof case and I keep the charger part closed at all times so I don’t think there’s debris in there and my charger worked fine until the update. It started right after I updated which is what I think is weird,239221,Sat Dec 02 02:30:09 +0000 2017,517086,"@239221 We understand, and we'll do all we can to help you sort this out. Just to be clear, did you try all of the steps in that article, and your charger still shows that it's unsupported? DM us to let us know. https://t.co/GDrqU2kzhr",Sat Dec 02 03:40:29 +0000 2017,
1682564,@AppleSupport can you plug in an adaptor into an adaptor? ie. a USB to Ethernet into a USB-C Digital AV Multiport?,319257,Mon Nov 06 13:34:41 +0000 2017,1682563,"@319257 Hey, we'd like to help you figure out a solution. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT",Mon Nov 06 16:34:00 +0000 2017,
1247843,Anyone else finds #iphone8plus is heating a lot after 10mins phone conversations @115858 @AppleSupport,261970,Thu Oct 26 01:24:15 +0000 2017,1247842,@261970 We want to make sure your iPhone is running properly.  Please send us a DM so we can take a closer look. https://t.co/GDrqU22YpT,Thu Oct 26 01:32:24 +0000 2017,
545335,"@AppleSupport iPhone is driving me mad this morning, keeps going to black screen with spinning wheel and asking for passcode every few seconds. I see lots of people having same issue, is there a fix?",246769,Sat Dec 02 08:41:13 +0000 2017,545333,"@246769  If your device with iOS 11 unexpectedly restarts repeatedly on or after December 2, 2017, this article will walk you through a solution:
https://t.co/Wc5MHFZb0p

Let us know if that resolves the issue for you.",Sat Dec 02 16:44:31 +0000 2017,545334
1051415,Hey @115858 can you fix whatever bug is with your iOS so I can’t connect a personal hotspot thanks,368466,Fri Oct 13 01:59:41 +0000 2017,1051413,"@368466 You've come to the right place. Is the issue with you connecting to a hotspot, or creating one from your device?",Fri Oct 13 02:11:00 +0000 2017,1051414
543708,".@AppleSupport @115858 - how come there isn't already information here about the widely reported ""2nd December"" bug - my phone keeps crashing/re-starting. I'm due an upgrade and so if this isn't fixed soon and fully I'll be choosing @122986 #Pixel2 Poor.........",246296,Sat Dec 02 08:22:26 +0000 2017,543707,"@246296 We want your iPhone to function properly for you. Check out this support article, which addresses the issue you're experiencing: https://t.co/Wc5MHFZb0p",Sat Dec 02 16:27:00 +0000 2017,
1582191,Howww tf do I️ get these questions marks off my phone?!!😤 @115858 @AppleSupport,487018,Sat Nov 04 15:58:38 +0000 2017,1582190,@487018 We can help. Check out this article for assistance: https://t.co/xU1AGHStV6,Sat Nov 04 20:00:30 +0000 2017,
1592835,@AppleSupport my phone is so broken please help,489569,Sat Nov 04 21:17:50 +0000 2017,1592834,"@489569 We're here for you. Tell us a bit about what's going on with it, and we'll partner together on a solution!",Sun Nov 05 01:18:26 +0000 2017,
1232931,@409168 @AppleSupport My shit cuts off every 5 mins,394681,Tue Oct 24 19:58:18 +0000 2017,1232930,@394681 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,Wed Oct 25 17:40:00 +0000 2017,
827587,@AppleSupport There needs to be a way to plug in and sync EVERYTHING that's checked like has always worked before.,317131,Fri Oct 13 19:25:27 +0000 2017,827591,@317131 Send us a DM. We'll work with you from there. https://t.co/GDrqU22YpT,Fri Oct 13 19:38:00 +0000 2017,"827592,827593"
1683482,@115858 fix this I️ problem,511707,Mon Nov 06 14:22:05 +0000 2017,1683481,@511707 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Mon Nov 06 16:48:31 +0000 2017,
1332294,"@AppleSupport I’m using iPhone 5s #ios11, while installing appliacation only this showing and nothing get installed. https://t.co/XllzXaCmNr",430806,Mon Oct 16 15:31:50 +0000 2017,1332296,@430806 Thank you for the photo. Are you trying to download the app using Wi-Fi or cellular?,Mon Oct 16 15:46:01 +0000 2017,1332297
805677,@AppleSupport my battery should not be dropping 20% every hour if I’m barely using my phone 📱,311986,Thu Oct 12 16:49:06 +0000 2017,805674,@311986 That's a big drop for sure. Let's look into what's causing this. What model iPhone and iOS version do you have?,Thu Oct 12 17:35:00 +0000 2017,"805675,805676"
1643883,@502397 @115858 Yo Apple I’m getting annoyed with it too,502396,Sun Nov 05 23:13:52 +0000 2017,1643882,@502396 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,Mon Nov 06 01:08:00 +0000 2017,
1635751,when is @115858 gonna fix the whole i️ thing that’s going on lmao,408721,Sun Nov 05 18:42:41 +0000 2017,1635750,@408721 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Sun Nov 05 21:24:00 +0000 2017,
1143586,@AppleSupport Thank you! I have macOS Sierra,389163,Tue Oct 24 13:06:49 +0000 2017,1143588,@389163 Thanks for providing that for us. We'd like to continue working together in DM here: https://t.co/GDrqU22YpT,Tue Oct 24 14:58:00 +0000 2017,
1208432,@AppleSupport Good question: it is a backup. https://t.co/SNO6Li7fxh,349219,Mon Oct 16 00:02:12 +0000 2017,1208433,@349219 Let's continue our conversation in DM where we can explore this in further detail. https://t.co/GDrqU22YpT,Mon Oct 16 00:09:02 +0000 2017,
1237622,@AppleSupport the 6,410312,Thu Oct 26 02:16:35 +0000 2017,1237621,"@410312 Okay. Please DM us, so that we can take a closer look into this. Thanks. https://t.co/GDrqU22YpT",Thu Oct 26 02:27:40 +0000 2017,
546708,"@AppleSupport I tried this, but unfortunately my Whatsapp messages are all lost...",247137,Sat Dec 02 19:20:36 +0000 2017,546710,@247137 Let's get to DM to continue. https://t.co/GDrqU22YpT,Sat Dec 02 20:55:52 +0000 2017,546711
1544483,@AppleSupport WTF IS THIS https://t.co/3SzoXWsHYH,478399,Sat Nov 04 01:19:27 +0000 2017,1544482,@478399 This might help you fix that: https://t.co/xU1AGHStV6 Let us know if it does in DM. https://t.co/GDrqU22YpT,Sat Nov 04 05:25:28 +0000 2017,
1225813,Me ajuda aí @115858 @AppleSupport @118721 https://t.co/o7OAlcw3sm,407571,Wed Oct 25 19:13:53 +0000 2017,1225812,"@407571 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",Wed Oct 25 19:25:00 +0000 2017,
511134,@AppleSupport iPhone X constantly going into black screen with spinning icon and heating up. What can I do?,237476,Fri Dec 01 22:20:57 +0000 2017,511132,@237476 We want to help with your iPhone X. We know how exciting it is to have a new device and expect it to work as intended. DM us what iOS version you're on and we'll get started. https://t.co/GDrqU22YpT,Fri Dec 01 23:01:30 +0000 2017,511133
1583773,@487400 @AppleSupport @115858 What the *shit* https://t.co/Cv1ZbR5IDO,487399,Sat Nov 04 16:53:26 +0000 2017,1584593,@487399 We're happy to help. Check out https://t.co/xU1AGIa4ME &amp; try the recommended steps. Let us know if you have any questions.,Sat Nov 04 20:55:00 +0000 2017,
1584574,@AppleSupport how do i fix this I️ can’t type i without it changing it to this crap? https://t.co/75xCHht3gA,487591,Sat Nov 04 16:52:26 +0000 2017,1584573,@487591 We're happy to help out. Take a look at the workaround steps here: https://t.co/sDSg942Lx2,Sat Nov 04 20:56:38 +0000 2017,
738535,"@AppleSupport I’m not and I actually just checked to see if I could, I have Internet but this says I don’t? https://t.co/yPI527eOgC",296632,Wed Oct 11 19:51:04 +0000 2017,738536,@296632 Thanks for the screenshot. We recommend using iTunes to update your device: https://t.co/80YRnjDFDk,Wed Oct 11 20:16:01 +0000 2017,
808229,Hey @AppleSupport can I logout from my email account on my iPad?,312579,Thu Oct 12 17:58:34 +0000 2017,808227,"@312579 You should be able to. So we can get the right steps for you, let's pair up in DM to get started. https://t.co/GDrqU22YpT",Thu Oct 12 18:22:01 +0000 2017,808228
556030,"@115858 @AppleSupport Your OEM Lightning cable, needs to be built better. Its good quality, but it breaks off way to easy at the tip inside the charge port for iOS devices.",222179,Sat Dec 02 19:56:14 +0000 2017,556029,@222179 We'd like to offer you support assistance if you are having a current issue with your Lightning cable. DM us at the link below. https://t.co/GDrqU22YpT,Sat Dec 02 21:11:00 +0000 2017,
241467,@173329 @115858 Battery is still draining so fast after two bugs update,323655,Mon Oct 09 14:18:23 +0000 2017,857558,@323655 We can help with battery life. Could you Direct Message us so we can get more information? https://t.co/GDrqU22YpT,Mon Oct 09 16:08:39 +0000 2017,
1637815,@AppleSupport iPhone 7+ with 11.0.3 though I am upgrading to an X tonight. I upgraded to the 200 gig plan as I'm going to a larger capacity phone,500883,Sun Nov 05 19:21:47 +0000 2017,1637813,"@500883 If you open up the Files app, do you have any data there? Do you use any other devices with iCloud, such as a Mac or iPad?",Sun Nov 05 22:06:27 +0000 2017,1637814
1588816,@AppleSupport @115858 HELP ME ! What should i do?????,488585,Sat Nov 04 19:40:17 +0000 2017,1588815,@488585 We're happy to help. Send us a DM by clicking on the link below. We'll continue there. https://t.co/GDrqU22YpT,Sat Nov 04 23:25:00 +0000 2017,
1680736,That question mark box exclamation shit is kissing me off. @115858 fix it please,511050,Mon Nov 06 13:38:40 +0000 2017,1680735,@511050 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Mon Nov 06 16:13:00 +0000 2017,
1275535,@AppleSupport Me + two friends are finding asking Watch the weather using Siri is triggering a crash and reboot. Latest WatchOS not beta,418584,Sat Oct 28 14:04:16 +0000 2017,1275534,@418584 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,Sat Oct 28 15:15:36 +0000 2017,1275533
307381,@AppleSupport I want to completely turn off wifi on control panel. Is there any setting? It seems I can do so only by setting apps...,202198,Sun Oct 08 16:44:13 +0000 2017,363732,@202198 Turning off Wi-Fi in the Control Center disconnects you from the current network that you are using: https://t.co/G7BHuQnDS6,Sun Oct 08 19:10:26 +0000 2017,363733
1557153,Loving the #iPhoneX not loving that I can’t download nor update apps. @AppleSupport do something.,481363,Sat Nov 11 13:33:07 +0000 2017,1557151,@481363 We want you to be able to enjoy your new iPhone X. What happens when you try to download or update? Do you get an error message? Is this the same on both Wi-Fi and cellular?,Sat Nov 11 17:33:00 +0000 2017,1557152
538652,@244884 @AppleSupport I'm onto them now - seems like it's a worldwide issue but can't provide a solution time. Mine is crashing every 5-10 seconds on any app.,244883,Sat Dec 02 04:50:34 +0000 2017,538651,@244883 We know how vital it is to have your device working as expected. We'd recommend following the steps in this article to resolve this issue: https://t.co/osZOKKTalm,Sat Dec 02 14:35:00 +0000 2017,
545188,@AppleSupport please explain to me how to access this and why it’s happening. https://t.co/W851WI2aab,246722,Sat Dec 02 09:44:38 +0000 2017,545187,@246722 We'd love to help. Are you logged into your user account on the computer?,Sat Dec 02 17:06:00 +0000 2017,
1470883,"@AppleSupport Yep, the article is pretty clear—the functionality I’m missing was removed in watchOS 4. 

I sure wish @115858 would fix this!",379507,Thu Nov 02 23:36:12 +0000 2017,1470882,@379507 We wanted to ensure you had the information. We welcome feature feedback here: https://t.co/eTPVYVFyd8,Fri Nov 03 00:46:07 +0000 2017,
1448102,@115858 @AppleSupport ios11 is very buggy. This happens often - the phone is locked but the lock screen loses all display. No time/music https://t.co/yZbv8lsr2z,456043,Thu Nov 02 14:50:52 +0000 2017,1448101,@456043 We're here to help. Please DM us which iOS software version you are using and we'll go from there. https://t.co/GDrqU22YpT,Thu Nov 02 16:30:57 +0000 2017,
1595010,@490099 wtf @AppleSupport get it together,490098,Sat Nov 04 17:43:35 +0000 2017,1595009,@490098 We'd love to help you with this. Let's follow the steps here: https://t.co/xU1AGHStV6,Sat Nov 04 21:30:00 +0000 2017,
1046624,@170421 @AppleSupport me too. lost all my imessages too.  my icloud backups all deleted too,367398,Sat Oct 14 19:23:37 +0000 2017,1046623,@367398 Let's help take a closer look in recovering that content. Please DM us and we can go from there. https://t.co/GDrqU22YpT,Sat Oct 14 19:33:30 +0000 2017,
219653,"this new apple update is horrible, my phones battery life is horrible, siri doesn’t work, and every app is glitching @AppleSupport",166006,Thu Oct 05 01:57:44 +0000 2017,219652,@166006 Let's work together to get your device working as it should. Please meet us in DM. https://t.co/GDrqU22YpT,Thu Oct 05 02:57:00 +0000 2017,
1197467,@AppleSupport es normal que desde la última actualización la duración de la batería se haya reducido tanto? Gracias,401356,Sun Oct 15 22:05:15 +0000 2017,1197466,@401356 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,Sun Oct 15 22:10:58 +0000 2017,
511145,Is the new @AppleSupport @115858 glitch changing the word it to I.T ? Anyone else?,237479,Fri Dec 01 22:20:02 +0000 2017,511144,@237479 Happy to help you here. Let's move to DM to assist you further. https://t.co/GDrqU22YpT,Fri Dec 01 23:00:49 +0000 2017,
1616691,Ok @115858... WTF is this? https://t.co/p8DRg3UQjg,495769,Sun Nov 05 02:46:33 +0000 2017,1616690,@495769 Thanks for reaching out. Check out this article: https://t.co/xXaXeeSRt9 Did that help?,Sun Nov 05 14:09:29 +0000 2017,
1548817,"@AppleSupport Contacts created on iPhone do not sync to Outlook 2007 on PC as always before. From PC to iPhone, Yes. Vice Versa, No more.",479448,Fri Nov 03 22:20:34 +0000 2017,1548814,@479448 Let's check it out. Does iOS 11.1 show in Settings &gt; General &gt; About? How are you syncing contacts?,Sat Nov 04 02:33:52 +0000 2017,"1548815,1548816"
96985,"Apenas salió en nuevo iPhone X y el 7 ya empieza a colgarse, la batería se descarga rápido, etc, siempre lo mismo @AppleSupport",137167,Thu Nov 30 16:06:27 +0000 2017,96983,@137167 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,Thu Nov 30 16:30:00 +0000 2017,96984
1234766,"@AppleSupport iphone 6s, the screen just went all pixelated and then shut off. Now it won't start up at all",409613,Wed Oct 25 18:30:44 +0000 2017,1234768,@409613 Okay. We're happy to help. Try these steps to get your phone to turn on. Let us know the results. https://t.co/8MvHMFZ83h,Wed Oct 25 18:41:49 +0000 2017,
511160,nice one @AppleSupport . ever since iOS 11 my iPhone has turned into a vegetable and just freezes and turns off every 10-15 mins,237484,Fri Dec 01 22:19:21 +0000 2017,511159,@237484 You’re in the right spot and we’ll do everything we can to help you. DM us and let us know what model iPhone you're using. https://t.co/GDrqU22YpT,Fri Dec 01 22:53:00 +0000 2017,
1275096,@AppleSupport iPhone 8 /11.0.3,418476,Thu Oct 26 15:44:29 +0000 2017,1275098,@418476 Thank you. How often have you experienced this? Does restarting resolve the issue?,Thu Oct 26 16:39:30 +0000 2017,1275099
41711,"@AppleSupport just upgraded to 11.1, and had 50% battery drain on iPhone 6 during my bike ride to work (1 hour).  This is unacceptable",125182,Wed Nov 01 12:42:39 +0000 2017,41710,"@125182 We’d love to help with your battery life. To start, please send us a DM. https://t.co/GDrqU22YpT",Wed Nov 01 15:30:40 +0000 2017,
1541918,@AppleSupport Got it working finally,477752,Sat Nov 04 00:18:11 +0000 2017,1541920,@477752 Awesome! Glad to hear that.,Sat Nov 04 04:11:51 +0000 2017,
1660418,@115858 can you get your shit together and quit changing the i ‘s into i️,506515,Mon Nov 06 03:26:22 +0000 2017,1660417,@506515 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXefaskH,Mon Nov 06 05:49:26 +0000 2017,
1572268,@115858 please help my phone is icloud locked help help please,484685,Sat Nov 04 03:32:14 +0000 2017,1572266,@484685 Hi. We're happy to do what we can to help. DM us and tell us more about what's happening. https://t.co/GDrqU2kzhr,Sat Nov 04 13:58:32 +0000 2017,1572267
57510,@116333 Question for you please. Why are the iPhone battery start to die when you still have 6 months left in your contract to go,129049,Wed Nov 01 19:32:19 +0000 2017,57509,@129049 We want to help. DM us more about your battery and we'll work from there. https://t.co/GDrqU22YpT,Wed Nov 01 20:01:40 +0000 2017,
1082991,"@AppleSupport Hey there,i've got problem w/ my iphone 6 It says searching, even if I remove the simcard
Please help, i use my phone at work",375457,Mon Oct 23 17:06:50 +0000 2017,1082990,@375457 We can happily help! Check out the steps here &amp; DM us if this persists after: https://t.co/5KootZbxj1 Thank you!,Mon Oct 23 17:42:45 +0000 2017,
1197469,My year old #IPhone cuts out when the battery gets to 20%. I think it's about time I give up on @AppleSupport and get a decent phone.,401357,Sun Oct 15 22:00:26 +0000 2017,1197468,@401357 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,Sun Oct 15 22:10:26 +0000 2017,
546657,@115858 worth £750 billion and still can't sort a fucking phone !! #wheresmysamsung #fuckapple,247122,Sat Dec 02 11:05:18 +0000 2017,546656,@247122 We might have a fix for what you're seeing. Did you update to iOS 11.2 yet? We just released it. You can see a guide for how to help with this here: https://t.co/osZOKKTalm,Sat Dec 02 17:20:00 +0000 2017,
622646,"@AppleSupport It started with iOS 11. I have iOS 11.1.2 on my phone. After searching google, it’s a topic on your thread that’s affecting a lot of people",267783,Wed Nov 22 17:31:22 +0000 2017,622644,@267783 Thanks for those additional details. Please send us a DM so we may better assist you. https://t.co/GDrqU22YpT,Wed Nov 22 17:48:00 +0000 2017,622645
1015293,"@AppleSupport It started happening on iOS 10.3.3, then I updated to 11.0.3 thinking it'd get fixed, but nope, it's still there.",360221,Thu Oct 12 15:39:17 +0000 2017,1015295,@360221 Thanks for those details. Please let us know in DM if you're updating your iOS via Wi-Fi or iTunes and we'll sort this out. https://t.co/GDrqU22YpT,Thu Oct 12 16:15:36 +0000 2017,
553466,All 3 @25142 lightning splitters I tried failed immediately. How can @AppleSupport sell defective products like this its stores? #rubbish https://t.co/yd9EpQWAno,249080,Sat Dec 02 18:58:05 +0000 2017,553465,@249080 We'd like help. Send us a DM with your current location.  We'll go from there. https://t.co/GDrqU22YpT,Sat Dec 02 20:12:33 +0000 2017,
55119,What can’t @115858 release an iOS without bugs in the software these days. Was Jobs their only QA expert on their team? Messages is broke...,128498,Wed Nov 01 18:54:57 +0000 2017,55117,"@128498 We want Messages working for you; we'll do all we can to help. To start, can you describe for us exactly what's happening?",Wed Nov 01 19:21:00 +0000 2017,55118
60313,Hey @AppleSupport Is the @118936 down?,121480,Wed Nov 01 19:32:46 +0000 2017,60312,@121480 It looks like it is currently available: https://t.co/7NVrDovSd8 Are you having issues accessing it? DM us if so. https://t.co/GDrqU22YpT,Wed Nov 01 20:18:24 +0000 2017,60311
52975,Ayo @AppleSupport - since updating to iOS11 my 7+ almost always dies around the 17/18% battery mark. Any solutions?,127933,Wed Nov 01 18:15:11 +0000 2017,52974,@127933 We'd like to take a closer look at your battery issues. DM us and we'll get started. https://t.co/GDrqU22YpT,Wed Nov 01 18:41:00 +0000 2017,
43197,"Apple can I have the option back for auto brightness, would be fab since my battery is atrocious anyway 👍🏻
@AppleSupport @115858",125567,Wed Nov 22 20:23:34 +0000 2017,43196,"@125567 Auto-Brightness is still available, it's just moved to Settings &gt; General &gt; Accessibility &gt; Display Accommodations.
Also, if you're having issues with your battery, meet us in DM with some details, tell us which country you're in, and we'll take a look with you. https://t.co/GDrqU22YpT",Wed Nov 22 20:39:00 +0000 2017,
546619,Ow @AppleSupport @115858 I just want to play @115888 @116130 @SpotifyCares not be forced to close Siri cos it makes me choose @115948 :( https://t.co/ZNs6b1NBum,120500,Sat Dec 02 10:28:17 +0000 2017,546618,@120500 We'd recommend providing feedback here: https://t.co/eTPVYVFyd8,Sat Dec 02 17:26:29 +0000 2017,
