customer_tweet_id,customer_text,true_intent,predicted_intent,true_escalation,predicted_escalation,reply,evidence
1544483,@AppleSupport WTF IS THIS https://t.co/3SzoXWsHYH,general_support,general_support,human,auto,Could you let us know what you’re seeing or what the link is about?,"[{""customer_text"":""@AppleSupport links: https://t.co/sipCCTDc0Z https://t.co/cl3YwLnRao https://t.co/Pg3m7ceL6G https://t.co/D6Xcdhbhr7 https://t.co/AvqnLkR646"",""support_text"":""@259397 We want to get infront of this with you. Here's a link to DM us. https://t.co/GDrqU22YpT"",""score"":30.39018805083527},{""customer_text"":""@AppleSupport I am unable to login to https://t.co/UGOhMiMDl8\n\nSame on https://t.co/Tcccp65Jwd and https://t.co/VtJjpwM40M connect. PLEASE HELP! https://t.co/Ir6XwhVsla"",""support_text"":""@663990 That is certainly not the experience that we wanted you to have with your Apple ID, and we are going to do everything we can to help you. When you have a free moment, please contact our Apple ID account specialists here for support: https://t.co/UJm15vmMM2"",""score"":24.573581528699275},{""customer_text"":""@AppleSupport Hi, there are problems with tvOS 11.2 betas. Apps don't connect to services that uses https. I tested it and For example:\n1. Connection to https://t.co/7V1MMp5xt2 doesn't work\n2. https://t.co/Xe7nmKrPQS works\nMore https://t.co/NyTCz6mJGf Could you check it, please?"",""support_text"":""@135049  We'd want to get you connected with Apple TV support for help.  They can be reached here:   https://t.co/IBIY3vMgPj"",""score"":21.66565755837581}]"
1225813,Me ajuda aí @115858 @AppleSupport @118721 https://t.co/o7OAlcw3sm,general_support,general_support,human,auto,We’re sorry you’re having trouble. Let’s get more details—please DM us at https://t.co/GDrqU22YpT,"[{""customer_text"":""@118721 @118721 seriously not going to respond .? Swear @118721 @AppleSupport @115858 whoever I'm supposed to get ahold of to deal with @118721"",""support_text"":""@565207 Join us in Direct Message at the link below, so we can gather more details from you to see how we can assist. https://t.co/GDrqU22YpT"",""score"":31.347973776675733},{""customer_text"":""@AppleSupport links: https://t.co/sipCCTDc0Z https://t.co/cl3YwLnRao https://t.co/Pg3m7ceL6G https://t.co/D6Xcdhbhr7 https://t.co/AvqnLkR646"",""support_text"":""@259397 We want to get infront of this with you. Here's a link to DM us. https://t.co/GDrqU22YpT"",""score"":30.39018805083527},{""customer_text"":""@AppleSupport I am unable to login to https://t.co/UGOhMiMDl8\n\nSame on https://t.co/Tcccp65Jwd and https://t.co/VtJjpwM40M connect. PLEASE HELP! https://t.co/Ir6XwhVsla"",""support_text"":""@663990 That is certainly not the experience that we wanted you to have with your Apple ID, and we are going to do everything we can to help you. When you have a free moment, please contact our Apple ID account specialists here for support: https://t.co/UJm15vmMM2"",""score"":24.573581528699275}]"
511134,@AppleSupport iPhone X constantly going into black screen with spinning icon and heating up. What can I do?,device_performance,ios_update_issue,human,auto,"Thanks for reaching out. Was the iPhone’s restore completed and the device set up as new, or was it restored from a backup?","[{""customer_text"":""@AppleSupport Hi, my iphone 8 plus got a black screen w/ spinning wheel in last 3 days. Restore it already and still happen. Still can use for incoming call, but the screen on and off w/ spinning wheel. The phone is getting hot. Please help."",""support_text"":""@252644 Thanks for reaching out. Was the iPhone's restore completed and the device set up as new, or was it restored from a backup?"",""score"":33.84548195937899},{""customer_text"":""@AppleSupport I'm having some problems with my IPhone 7, it keeps restarting and showing a black screen with a spinning icon. How do I fix this?"",""support_text"":""@249277 We want to help with your iPhone. If your device with iOS 11 unexpectedly restarts repeatedly on or after December 2, 2017, this article will walk you through a solution:\nhttps://t.co/Wc5MHFZb0p"",""score"":28.862414064851695},{""customer_text"":""@AppleSupport is there a bug with iPhone?? Keep getting a black screen with spinning wheel then asked to enter passcode. Very frustrating as phone constantly crashing!"",""support_text"":""@245211 We just released iOS 11.2 to address this issue: https://t.co/osZOKKTalm Backup your device and then update. Let us know if that resolves the issue."",""score"":27.940161076163122}]"
1583773,@487400 @AppleSupport @115858 What the *shit* https://t.co/Cv1ZbR5IDO,general_support,general_support,human,human,Could you please let us know what issue you’re experiencing? We’ll do our best to help.,"[{""customer_text"":""@AppleSupport links: https://t.co/sipCCTDc0Z https://t.co/cl3YwLnRao https://t.co/Pg3m7ceL6G https://t.co/D6Xcdhbhr7 https://t.co/AvqnLkR646"",""support_text"":""@259397 We want to get infront of this with you. Here's a link to DM us. https://t.co/GDrqU22YpT"",""score"":30.39018805083527},{""customer_text"":""@AppleSupport I am unable to login to https://t.co/UGOhMiMDl8\n\nSame on https://t.co/Tcccp65Jwd and https://t.co/VtJjpwM40M connect. PLEASE HELP! https://t.co/Ir6XwhVsla"",""support_text"":""@663990 That is certainly not the experience that we wanted you to have with your Apple ID, and we are going to do everything we can to help you. When you have a free moment, please contact our Apple ID account specialists here for support: https://t.co/UJm15vmMM2"",""score"":24.573581528699275},{""customer_text"":""@AppleSupport Hi, there are problems with tvOS 11.2 betas. Apps don't connect to services that uses https. I tested it and For example:\n1. Connection to https://t.co/7V1MMp5xt2 doesn't work\n2. https://t.co/Xe7nmKrPQS works\nMore https://t.co/NyTCz6mJGf Could you check it, please?"",""support_text"":""@135049  We'd want to get you connected with Apple TV support for help.  They can be reached here:   https://t.co/IBIY3vMgPj"",""score"":21.66565755837581}]"
1584574,@AppleSupport how do i fix this I️ can’t type i without it changing it to this crap? https://t.co/75xCHht3gA,ios_update_issue,app_issue,auto,auto,We're happy to help. Check out https://t.co/xU1AGHStV6 & try the recommended steps. Let us know if you have any questions.,"[{""customer_text"":""@AppleSupport fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fixit"",""support_text"":""@595731 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9"",""score"":34.48151124571427},{""customer_text"":""@AppleSupport links: https://t.co/sipCCTDc0Z https://t.co/cl3YwLnRao https://t.co/Pg3m7ceL6G https://t.co/D6Xcdhbhr7 https://t.co/AvqnLkR646"",""support_text"":""@259397 We want to get infront of this with you. Here's a link to DM us. https://t.co/GDrqU22YpT"",""score"":30.39018805083527},{""customer_text"":""@AppleSupport I can’t type without my “I” changing to a weird character. I️ literally have to go to my emojis?? PLEASE FIX THIS https://t.co/0Z56oCnNkz"",""support_text"":""@489834 We're happy to help. Check out https://t.co/xU1AGHStV6 &amp; try the recommended steps. Let us know if you have any questions."",""score"":26.532354308536526}]"
738535,"@AppleSupport I’m not and I actually just checked to see if I could, I have Internet but this says I don’t? https://t.co/yPI527eOgC",device_performance,ios_update_issue,human,auto,"@123456 Let's work on a solution together. To start, please DM us with the model Mac you're using and the country where you're located. https://t.co/GDrqU22YpT","[{""customer_text"":""@AppleSupport links: https://t.co/sipCCTDc0Z https://t.co/cl3YwLnRao https://t.co/Pg3m7ceL6G https://t.co/D6Xcdhbhr7 https://t.co/AvqnLkR646"",""support_text"":""@259397 We want to get infront of this with you. Here's a link to DM us. https://t.co/GDrqU22YpT"",""score"":30.39018805083527},{""customer_text"":""@AppleSupport After updating to macOS High Sierra version 10.13.1 I have not been able to connect to my internet router. My other devices that are connected to the same internet work fine. Connecting with a hotspot works. How do I fix the main internet connection? https://t.co/ofjahv1wOR"",""support_text"":""@670131 Let's work on a solution together. To start, please DM us with the model Mac you're using and the country where you're located. We look forward to working with you. https://t.co/GDrqU22YpT"",""score"":30.052585875879295},{""customer_text"":""@AppleSupport hello, guys. I just checked the System Status on your site and it says that everything is available, but I can’t access https://t.co/4RuDzxXJIE. Why? This is what its telling me https://t.co/nRYb9i55Rc"",""support_text"":""@237055 We can certainly take a look at this with you. What version of macOS are you using? DM us and let us know. https://t.co/GDrqU22YpT"",""score"":29.14225095101042}]"
808229,Hey @AppleSupport can I logout from my email account on my iPad?,general_support,general_support,auto,auto,"Sure! To log out of an email account on your iPad, open Settings, tap Mail → Accounts, select the account you want to remove, and tap Delete Account. That will sign you out of that email account.","[{""customer_text"":""@AppleSupport how do I sign out my Apple ID account without having to verify my account? I know the password to my Apple ID I just can’t verify my account because I forgot my email password I literally had this since the first iPod Touch came out. I just want to sign out"",""support_text"":""@149680 We know how important it is to be able to manage your Apple ID and we can assist. Let's chat over in Direct Message so we can go into further details about the process. https://t.co/GDrqU22YpT"",""score"":23.931075121427227},{""customer_text"":""@AppleSupport I have my coworkers phone number in my contact list. However, when I added my companys email account and sync contacts, in the message app when I try to search for them, only their email comes up and not their phone number. If I unsync company account then it works."",""support_text"":""@232105 Excellent information that you’ve provided us with. We’re happy to look into this further with you. To begin, send us a DM telling us the iPhone you’re using, iOS version number it’s running, and the type of account your work email is. https://t.co/GDrqU22YpT"",""score"":23.692759295278695},{""customer_text"":""Hi @AppleSupport, i can't send email (yahoo account) through mail app since last 2 days (only receiveing email), but before that day i was able to. i've already re-add yahoo account but it happened the same problem, can you help? thanks in adv."",""support_text"":""@669173 This is certainly not the behavior we want you to experience. We want to help! Could you tell us which Apple device you're using?"",""score"":23.692759295278695}]"
556030,"@115858 @AppleSupport Your OEM Lightning cable, needs to be built better. Its good quality, but it breaks off way to easy at the tip inside the charge port for iOS devices.",hardware_issue,hardware_issue,auto,human,Could you let us know which country you’re in? We’ll help you get a replacement cable.,"[{""customer_text"":""@AppleSupport MyiPhone8 won’t wirelessly charge in my brand new 2017 Chevy. I have taken the case off, turned the phone off &amp; on, still will not wirelessly charge. Any ideas @AppleSupport. It will wirelessly charge on a different device."",""support_text"":""@646130 We're glad you reached out and understand wanting your iPhone to charge as expected. We want to be sure we're understanding correctly. Are you saying that you can wireless charge your iPhone on other devices or the car is charging other devices?"",""score"":27.251604603080903},{""customer_text"":""i lost the simcard tray rubber inside the iphone7...pls help how to buy that and i want to know if i use my phone inside the water did water goes inside the phone without the simcard tray rubber @2531 @AppleSupport #iphone7 #iphone7help @115858"",""support_text"":""@742761 We'd love to see about getting that replaced as it is vital to the water resistance of the iPhone; we would not recommend using it in or near water without that part. DM us which country you're in and we'll get started. https://t.co/GDrqU22YpT"",""score"":26.08779231065212},{""customer_text"":""@AppleSupport @115858 phone now refuses to charge at all. The lightning port is a design flaw. Never had this issue on Android phones."",""support_text"":""@460470 What country are you located in? Let us know in a DM &amp; we'll continue there. https://t.co/GDrqU22YpT"",""score"":24.971255700810715}]"
241467,@173329 @115858 Battery is still draining so fast after two bugs update,battery_issue,battery_issue,human,auto,"We know battery life is important, and we can help. DM us the iOS version and device you’re using, and we’ll work toward a resolution together.","[{""customer_text"":""@AppleSupport have updated with hope since late IOS 10 that battery drain issue that only started after update would resolve (currently on 11.1.2)- IT'S WORSE. Every \""battery\"" tip has been carried out but battery is draining fast laying idle - all apps &amp; software at latest update"",""support_text"":""@813141 Battery life is important, and we're happy to see how we can help. Send us a DM with the device you're experiencing this on, and we'll get started. https://t.co/GDrqU22YpT"",""score"":28.414353950783003},{""customer_text"":""@AppleSupport Already went through this - battery life was perfect until latest update. The problem with the battery draining fast was definitely caused by the latest update. Went through settings multiple times, settings are set the same as before the latest update"",""support_text"":""@454859 Got it. Reach out to us in DM and let us know when you completed the 11.1.2 update please. https://t.co/GDrqU22YpT"",""score"":27.780676398923553},{""customer_text"":""and the rep tell me that what is draining my phone is me using the phone. literally that is what she told me--my audio time is what is draining my battery. sooo the very use of the device is what is draining my battery. @AppleSupport @115858"",""support_text"":""@776929 We know the importance of battery life, and we can partner with you on this as well. DM us the iOS version your iPhone is on, and we’ll work towards a resolution together. https://t.co/GDrqU22YpT"",""score"":26.706653628179467}]"
1637815,@AppleSupport iPhone 7+ with 11.0.3 though I am upgrading to an X tonight. I upgraded to the 200 gig plan as I'm going to a larger capacity phone,general_support,payment_account_issue,auto,human,Thanks for reaching out. Could you let us know which plan you currently have and what you’d like to do with your new iPhone X?,"[{""customer_text"":""@AppleSupport My phone’s on 11 as of now. Downloading 11.1.1 now. Wait ! Isn’t 11.1.1 to help address siri and keyboard issues. Btw encountering freezing issues long before I upgraded to 11. \nWhen 11.1.1 fails and my screen freezes AGAIN,please do suggest a good phone and a powerbank for me."",""support_text"":""@661502 Thanks for the feedback. Can you tell us in DM when you noticed the freezing. Also, how do you regain functionality when this occurs? https://t.co/GDrqU22YpT"",""score"":27.624937470262537},{""customer_text"":""@AppleSupport hey when are you guys going to send another update to my phone so my phone isn’t shit??? My phone was perfectly fine until I installed that bullshit and now my phone is going to turn into a brick any minute now?!? My phone works like an iPhone 4 right now!!?!?!???"",""support_text"":""@603613 We'd like to take a look at this and work with you in DM. May we ask which iOS version you're currently using? https://t.co/GDrqU22YpT"",""score"":26.35751533994759},{""customer_text"":"". @AppleSupport last month I was added to a family iCloud sharing plan. I just received an email confirmation for this months 99cent bill for my old plan. How do I cancel?  My phone says I’m on the family plan so there’s no way to downgrade from my device."",""support_text"":""@230652 We'd love to help out and hope you've been enjoying Family Sharing. To downgrade your old iCloud account, please use the following article: https://t.co/lOfKGWRryo Reach out to us here for more help: https://t.co/UJm15vmMM2"",""score"":25.481668031724734}]"
1588816,@AppleSupport @115858 HELP ME ! What should i do?????,general_support,general_support,human,auto,Could you let us know what issue you’re experiencing? That way we can help you more effectively.,"[{""customer_text"":""wtf apple I went to bed with my phone at 100% and when I woke up it was at 2% @115858 @115858 @115858 @115858 @115858 @115858 @115858 @115858 @115858"",""support_text"":""@299671 What version of iOS are you running? Find that in Settings &gt; General &gt; About."",""score"":18.7265889070025},{""customer_text"":""@115858 @AppleSupport @115948 help!!!! My full Apple Music iTunes library has disappeared !!! Help help help"",""support_text"":""@334916 We know how important your music is. If you go to Settings &gt; Music, is iCloud Music Library enabled?"",""score"":18.39884512417089},{""customer_text"":""@AppleSupport @115858 HELP! I was watching YouTube on my laptop when the screen slowly DIED. Restarted many times and same issue. Help help help!!!! https://t.co/2fynuzd1gd"",""support_text"":""@668874 We're here for you. To start, let's reboot your Mac computer into Safe Mode. Let us know if this persist while in Safe Mode. Here's how: https://t.co/PQ4LSYhUTY"",""score"":18.39884512417089}]"
1680736,That question mark box exclamation shit is kissing me off. @115858 fix it please,ios_update_issue,ios_update_issue,auto,auto,Here’s a workaround until a future update fixes it: https://t.co/xXaXeeSRt9,"[{""customer_text"":""WHY THE FUCK DOES AN EXCLAMATION POINT AND A BOX WITH A QUESTION MARK APPEAR WHEN I️ TYPE “I️” ITS AN I️ PHONE NOT A EXCLAMATION POINT AND BOX WITH A QUESTION MARK INSIDE PHONE. fix your shit @115858"",""support_text"":""@667039 Thank you for reaching out to us. We'd like to gather some information. Can you DM us the iOS version you are using? https://t.co/GDrqU22YpT"",""score"":54.94040950604051},{""customer_text"":""Ok @115858 Every time some1 intends to write \""I\"" there's an exclamation mark &amp; a question mark in a box showing instead; WHY?Please fix this🙃"",""support_text"":""@460292 We'd like to help. Which version of iOS are you running? You can check in Settings &gt; General &gt; About &gt; Version."",""score"":36.77464616428564},{""customer_text"":""I’m really fed up with this whole exclamation mark and question mark in a box @115858 get ur shit together"",""support_text"":""@503120 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9"",""score"":34.31961594508317}]"
1275535,@AppleSupport Me + two friends are finding asking Watch the weather using Siri is triggering a crash and reboot. Latest WatchOS not beta,app_issue,app_issue,human,auto,Here are a few steps that often resolve this: https://t.co/2l7ksYqIJ0,"[{""customer_text"":""@AppleSupport i have my iphone 6S and ios 11.1.2 this just happened this morning when i woke up. it happens like this:\nwhen charging &amp; not using apps -happens\nwhen charging &amp; using an apps -happens\nnot charging &amp; using an apps -happens\nnot charging &amp; not using an apps -so far not happening."",""support_text"":""@239246 Which country are you located within? Please let us know in DM here: https://t.co/GDrqU2kzhr"",""score"":37.56142470972938},{""customer_text"":""@AppleSupport I’m currently running iOS 11.2 Beta 3 on iPhone X and watchOS 4.2 Beta 3. On the 11th, both devices I believe were on Beta 2, as Beta 3 was only released this week."",""support_text"":""@232123 OK perfect, thanks for letting us know. We should note that the badge required users to complete an 11+ minute workout segment. We see from the recent screenshot that more than 11 minutes were accumulated during the day, but the longest segment looks to be 7 minutes. https://t.co/GDrqU22YpT"",""score"":35.454532976276965},{""customer_text"":""@AppleSupport I can’t ask Siri anything about weather on my Apple Watch Series 2 WatchOS 4.1 without it crashing Apple Watch to Apple logo"",""support_text"":""@158584 We're glad you reached out. Try these steps and let us know if the issue continues: https://t.co/2l7ksYqIJ0"",""score"":33.60871781663787}]"
307381,@AppleSupport I want to completely turn off wifi on control panel. Is there any setting? It seems I can do so only by setting apps...,general_support,ios_update_issue,auto,auto,"From what you described, that is actually expected behavior. When you have a free moment, please check out this article for more details about Wi‑Fi and Bluetooth inside of Control Center: https://t.co/G7BHuQnDS6","[{""customer_text"":""@AppleSupport I’ve noticed turning off WiFi from the control center doesn’t turn off my WiFi.. it only kicks me off the current WiFi I’m on. See below. I️ swipe up, turn off WiFi, but I’m settings it’s still searching for a NEtwork. Not just my phone doing this.  Known issue? https://t.co/vWb3Og00Kl"",""support_text"":""@155296 Thanks for reaching out to us for support. From what you described, that is actually expected behavior. When you have a free moment, please check out this article for more details about Wi-Fi and Bluetooth inside of Control Center: https://t.co/G7BHuQnDS6"",""score"":53.945831505027186},{""customer_text"":""@115858 please give us control over our phones. I don't want WiFi/Bluetooth to turn on at 5am. Where is the toggle to turn this \""feature\"" off? I'd also like the control center to turn off WiFi/Bluetooth rather than to just disconnect it. https://t.co/WfGcbcRaW1"",""support_text"":""@506895 Thank you for the feedback. You can share your feedback on this topic here: https://t.co/eTPVYVFyd8"",""score"":50.378609723660375},{""customer_text"":""@AppleSupport What I'm saying is when I scroll up to launch quick display and click WiFi to turn it off it doesn't fully turn off my WiFi from the actual setting I get auto connected to the next available WiFi and is the same for Bluetooth."",""support_text"":""@497990 We'd love to help! If you'd like to keep Wi-Fi off, you'll need to turn it off under Settings. This article goes over how Wi-Fi and Bluetooth work in iOS 11: https://t.co/G7BHuQnDS6"",""score"":48.21074534147376}]"
1557153,Loving the #iPhoneX not loving that I can’t download nor update apps. @AppleSupport do something.,app_issue,app_issue,human,auto,"Hi! Thanks for reaching out. Let’s make sure your iPhone X is running iOS 11 or later and that the apps you’re trying to download are compatible (32‑bit apps won’t work on iOS 11+). Also double‑check that you’re signed into the App Store, have enough storage, and that Wi‑Fi is stable. If you’re still seeing the cloud or clock icons, let us know your exact iOS version and any error messages you see.","[{""customer_text"":""Hey @115858 , I’m loving the #iphoneX , what I’m not loving, however, is the crazy bluetooth connectivity/stuttering I’m experiencing. Help!"",""support_text"":""@271133 Hello. Congrats on your new phone. Click here to join us in DM and provide us with the details. We'll do everything that we can to get you back to having a great experience with your new phone: https://t.co/GDrqU22YpT"",""score"":44.946635964058856},{""customer_text"":""Loving the new camera features my phone got with latest @115858 iOS update. Not loving the effect on my battery though 😕"",""support_text"":""@701799 We understand the importance of keeping your device powered. Check out these tips and tricks on how to optimize your battery settings: https://t.co/bivpdfBNJ6 Send us a DM if you're still having battery issues. https://t.co/GDrqU22YpT"",""score"":41.98875772872942},{""customer_text"":""@AppleSupport Initially everything was stuck.\n\nI then upgraded to 11.1.2 and few apps did download (not the urgent ones)\n\nNow looks like it's not progressing again.\nSome apps show cloud icon, some apps show colored 'clock' that does not progress.\n\nThe iPhoneX isn't usable, on wifi, SIM is in 6"",""support_text"":""@804897 We want you to be able to use your apps on your new iPhone X. Were you running iOS 11 or later on your iPhone 6? If the apps are 32 bit apps, they will not run on iOS 11. We want to rule that out as the reason these are not downloading."",""score"":35.334463845960954}]"
538652,@244884 @AppleSupport I'm onto them now - seems like it's a worldwide issue but can't provide a solution time. Mine is crashing every 5-10 seconds on any app.,device_performance,device_performance,human,auto,@244884 Thanks for reaching out. Could you let us know which iOS version you’re running and the exact model of your device? That will help us look into the crash issue further.,"[{""customer_text"":""@AppleSupport iPhone X crashing to lock screen in a loop every 10 seconds even after restore.\n\niPhone 7+ crashing every minute or so. Need an acknowledgement of this as a known issue."",""support_text"":""@239567 We would like to take a closer look to see how we can help. DM us and let us know what version of iOS you're using with each iPhone. https://t.co/GDrqU2kzhr"",""score"":36.588974760791686},{""customer_text"":""@AppleSupport hi. How can I update MBP 2011 from 10.7.5 to 10.13? For install 10.13 I need 10.8 whats no longer aviable in App Store. Any solution?"",""support_text"":""@249091 We can answer this one for you. OS X 10.8 Mountain Lion is only available on disc for new users. It was the last version we offered on disc. Mavericks and later were made available on the App Store. Here's the link: https://t.co/lgkRDddhWs"",""score"":31.14984659291361},{""customer_text"":""@AppleSupport iPhone... it seems the health app is now updating steps on a time interval (every 10-15 mins) instead of real time"",""support_text"":""@396315 Got it. Send us a DM so we can investigate this further with you. https://t.co/GDrqU22YpT"",""score"":28.584574973370657}]"
545188,@AppleSupport please explain to me how to access this and why it’s happening. https://t.co/W851WI2aab,general_support,general_support,human,auto,@AppleSupport We’re sorry you’re having trouble. Please DM us for help: https://t.co/GDrqU22YpT,"[{""customer_text"":""@AppleSupport links: https://t.co/sipCCTDc0Z https://t.co/cl3YwLnRao https://t.co/Pg3m7ceL6G https://t.co/D6Xcdhbhr7 https://t.co/AvqnLkR646"",""support_text"":""@259397 We want to get infront of this with you. Here's a link to DM us. https://t.co/GDrqU22YpT"",""score"":30.39018805083527},{""customer_text"":""@AppleSupport I am unable to login to https://t.co/UGOhMiMDl8\n\nSame on https://t.co/Tcccp65Jwd and https://t.co/VtJjpwM40M connect. PLEASE HELP! https://t.co/Ir6XwhVsla"",""support_text"":""@663990 That is certainly not the experience that we wanted you to have with your Apple ID, and we are going to do everything we can to help you. When you have a free moment, please contact our Apple ID account specialists here for support: https://t.co/UJm15vmMM2"",""score"":28.288509782518773},{""customer_text"":""@AppleSupport Hi, there are problems with tvOS 11.2 betas. Apps don't connect to services that uses https. I tested it and For example:\n1. Connection to https://t.co/7V1MMp5xt2 doesn't work\n2. https://t.co/Xe7nmKrPQS works\nMore https://t.co/NyTCz6mJGf Could you check it, please?"",""support_text"":""@135049  We'd want to get you connected with Apple TV support for help.  They can be reached here:   https://t.co/IBIY3vMgPj"",""score"":25.380585812195307}]"
1470883,"@AppleSupport Yep, the article is pretty clear—the functionality I’m missing was removed in watchOS 4. 

I sure wish @115858 would fix this!",ios_update_issue,general_support,human,auto,We appreciate your feedback regarding the removal of that feature in watchOS 4. Please share your thoughts with us online: https://t.co/eTPVYVFyd8,"[{""customer_text"":""@AppleSupport fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fix the I️ fixit"",""support_text"":""@595731 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9"",""score"":34.48151124571427},{""customer_text"":""@AppleSupport FIX OUR PHONES! FIX OUR PHONES! FIX OUR PHONES! FIX OUR PHONES! FIX OUR PHONES! FIX OUR PHONES! FIX OUR PHONES! FIX OUR PHONES"",""support_text"":""@586498 Thanks for reaching out. DM us which device and software version you're experiencing this issue on. We'll start there. https://t.co/GDrqU22YpT"",""score"":25.433959662380005},{""customer_text"":""@115858 the new setup to clear notifications is pretty awful‼️ One X to clear all would be wonderful"",""support_text"":""@327795 We appreciate your feedback regarding clearing all of your notifications. Send it to us online at: https://t.co/eTPVYVFyd8"",""score"":23.887962071781153}]"
1448102,@115858 @AppleSupport ios11 is very buggy. This happens often - the phone is locked but the lock screen loses all display. No time/music https://t.co/yZbv8lsr2z,ios_update_issue,ios_update_issue,human,auto,Thanks for reaching out. Let’s start with the basics—could you let us know if the steps in this article help: https://t.co/tqjOBvBgl0,"[{""customer_text"":""@AppleSupport NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO NO!"",""support_text"":""@176541 Please send us a DM and we can continue our conversation there. Thanks. https://t.co/GDrqU22YpT"",""score"":362.0004347446973},{""customer_text"":""@AppleSupport any thoughts on why podcasts pause every time I lock my phone? (11.1.2, IPhone X, playing through Bluetooth) Happens no matter what app I’m in when i lock the phone. Hit play on lock screen and starts back up and plays fine."",""support_text"":""@223873 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT"",""score"":41.92701188466725},{""customer_text"":""@AppleSupport why doesn't iOS consistently detect that I want to play music and display the music pane on the lock screen when I connect to my cars Bluetooth? It works approximately 1 out of every 8 tries or so. Each other time I have to navigate to the music app to start music."",""support_text"":""@713119 Thank you for reaching out for support. We definitely want to make sure you can play your music smoothly when connecting to your car.  Let's start with the basics, could you let us know if the steps in this article help: https://t.co/tqjOBvBgl0"",""score"":40.61263625883998}]"
1595010,@490099 wtf @AppleSupport get it together,general_support,ios_update_issue,human,auto,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,"[{""customer_text"":""@AppleSupport @AppleSupport @AppleSupport @AppleSupport @AppleSupport @AppleSupport @AppleSupport @AppleSupport @AppleSupport @AppleSupport https://t.co/pNuOwKhXpa"",""support_text"":""@348210 If you are having this issue with images, reach out to our Photos team here: https://t.co/IBIY3vMgPj"",""score"":13.071554401553005},{""customer_text"":""@115858  @AppleSupport Can y’all get it together please ??? Every update has issues and now we have question marks and shit GET IT TOGETHER https://t.co/AFQqFDBQRp"",""support_text"":""@297253 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9"",""score"":12.382375175102837},{""customer_text"":""@AppleSupport Wtf you think!? I’m up to date on my shit. Get I.T together and fix this bullshit."",""support_text"":""@223302 We know how important it is to have your phone working properly. Click here to join us in DM and we'll continue there: https://t.co/GDrqU22YpT"",""score"":11.6551949878794}]"
1046624,@170421 @AppleSupport me too. lost all my imessages too.  my icloud backups all deleted too,app_issue,general_support,human,auto,"We’re sorry to hear that your iMessages and iCloud backups were deleted. To recover deleted messages, you’ll need a backup that was created before the deletion. If you don’t have such a backup, the data can’t be restored. Please let us know if you have any older backups or if you’d like help checking your iCloud settings. ","[{""customer_text"":""@AppleSupport I deleted texts by mistake. iPhone backed up automatically and erased last backups. Unable to restore backup cuz older backups don't appear on iTunes to select from although I see it in my computer. No iCloud backup. Can I do anything to retrieve the texts?"",""support_text"":""@134158 Hi there and thanks for reaching out. To restore deleted text messages, we would need to use a backup that was created before the messages were deleted."",""score"":29.995522537175283},{""customer_text"":""Ok, WTF @115858 iCloud. I signed up for the 2TB account. My Photos are synced/backed up to the iCloud. I deleted photos from my Mac to gain space, pictures are deleted everywhere including the backup on iCloud. So WTF?"",""support_text"":""@288361 Hey there! We've got a great article for you, specifically the section \""Make space on your device\"": https://t.co/DWod5CU80f Join us in DM if you need further assistance, we're here for you. https://t.co/GDrqU22YpT"",""score"":27.459171643708082},{""customer_text"":""@AppleSupport my iPhone says I have no space left in iCloud, and i have made no backups. When I try to clean iCloud Drive I can’t. Plus I shouldn’t have data there, as I deleted it. https://t.co/1mUbCFCpi6"",""support_text"":""@481515 We understand how important it is for your iCloud storage to work correctly. We're here to assist. Please meet us in DM and we'll work towards a resolution together. https://t.co/GDrqU22YpT"",""score"":26.457201737096153}]"
